iso3c,country,region,income,year,population,overall_score,Pillar,Pillar_Score
LTU,Lithuania,Europe & Central Asia,High income,2014,2932367,,Data Use (Pillar 1),60.0
LUX,Luxembourg,Europe & Central Asia,High income,2014,556319,,Data Use (Pillar 1),40.0
MAC,"Macao SAR, China",East Asia & Pacific,High income,2014,604167,,Data Use (Pillar 1),20.0
MDG,Madagascar,Sub-Saharan Africa,Low income,2014,24215976,,Data Use (Pillar 1),60.0
MWI,Malawi,Sub-Saharan Africa,Low income,2014,16477966,,Data Use (Pillar 1),50.0
MYS,Malaysia,East Asia & Pacific,Upper middle income,2014,30606459,,Data Use (Pillar 1),60.0
MDV,Maldives,South Asia,Upper middle income,2014,416738,,Data Use (Pillar 1),30.0
MLI,Mali,Sub-Saharan Africa,Low income,2014,17551814,,Data Use (Pillar 1),50.0
MLT,Malta,Middle East & North Africa,High income,2014,434558,,Data Use (Pillar 1),40.0
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2014,50419,,Data Use (Pillar 1),10.0
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2014,3843174,,Data Use (Pillar 1),50.0
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2014,1261208,,Data Use (Pillar 1),50.0
MEX,Mexico,Latin America & Caribbean,Upper middle income,2014,118755887,,Data Use (Pillar 1),60.0
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2014,109024,,Data Use (Pillar 1),30.0
MDA,Moldova,Europe & Central Asia,Upper middle income,2014,2857815,,Data Use (Pillar 1),60.0
MCO,Monaco,Europe & Central Asia,High income,2014,36110,,Data Use (Pillar 1),20.0
MNG,Mongolia,East Asia & Pacific,Upper middle income,2014,2902823,,Data Use (Pillar 1),60.0
MNE,Montenegro,Europe & Central Asia,Upper middle income,2014,621810,,Data Use (Pillar 1),60.0
MAR,Morocco,Middle East & North Africa,Lower middle income,2014,34248603,,Data Use (Pillar 1),50.0
MOZ,Mozambique,Sub-Saharan Africa,Low income,2014,26038704,,Data Use (Pillar 1),30.0
MMR,Myanmar,East Asia & Pacific,Lower middle income,2014,51072436,,Data Use (Pillar 1),20.0
NAM,Namibia,Sub-Saharan Africa,Upper middle income,2014,2243001,,Data Use (Pillar 1),50.0
NRU,Nauru,East Asia & Pacific,High income,2014,10940,,Data Use (Pillar 1),30.0
NPL,Nepal,South Asia,Lower middle income,2014,27462106,,Data Use (Pillar 1),20.0
NLD,Netherlands,Europe & Central Asia,High income,2014,16865008,,Data Use (Pillar 1),60.0
NCL,New Caledonia,East Asia & Pacific,High income,2014,268050,,Data Use (Pillar 1),10.0
NZL,New Zealand,East Asia & Pacific,High income,2014,4516500,,Data Use (Pillar 1),60.0
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2014,6208676,,Data Use (Pillar 1),60.0
NER,Niger,Sub-Saharan Africa,Low income,2014,19372014,,Data Use (Pillar 1),60.0
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2014,179379016,,Data Use (Pillar 1),50.0
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2014,1917557,,Data Use (Pillar 1),60.0
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2014,51856,,Data Use (Pillar 1),10.0
NOR,Norway,Europe & Central Asia,High income,2014,5137232,,Data Use (Pillar 1),60.0
OMN,Oman,Middle East & North Africa,High income,2014,4009267,,Data Use (Pillar 1),30.0
PAK,Pakistan,South Asia,Lower middle income,2014,208251628,,Data Use (Pillar 1),60.0
PLW,Palau,East Asia & Pacific,High income,2014,17796,,Data Use (Pillar 1),10.0
PAN,Panama,Latin America & Caribbean,High income,2014,3888793,,Data Use (Pillar 1),60.0
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2014,8464153,,Data Use (Pillar 1),30.0
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2014,6090721,,Data Use (Pillar 1),50.0
PER,Peru,Latin America & Caribbean,Upper middle income,2014,30353951,,Data Use (Pillar 1),50.0
PHL,Philippines,East Asia & Pacific,Lower middle income,2014,101325201,,Data Use (Pillar 1),60.0
POL,Poland,Europe & Central Asia,High income,2014,38011735,,Data Use (Pillar 1),60.0
PRT,Portugal,Europe & Central Asia,High income,2014,10401062,,Data Use (Pillar 1),60.0
PRI,Puerto Rico,Latin America & Caribbean,High income,2014,3534874,,Data Use (Pillar 1),20.0
QAT,Qatar,Middle East & North Africa,High income,2014,2214465,,Data Use (Pillar 1),40.0
ROU,Romania,Europe & Central Asia,High income,2014,19908979,,Data Use (Pillar 1),60.0
RUS,Russian Federation,Europe & Central Asia,High income,2014,144237223,,Data Use (Pillar 1),60.0
RWA,Rwanda,Sub-Saharan Africa,Low income,2014,11368451,,Data Use (Pillar 1),40.0
WSM,Samoa,East Asia & Pacific,Lower middle income,2014,201757,,Data Use (Pillar 1),50.0
SMR,San Marino,Europe & Central Asia,High income,2014,33389,,Data Use (Pillar 1),0.0
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2014,197497,,Data Use (Pillar 1),20.0
SAU,Saudi Arabia,Middle East & North Africa,High income,2014,32125564,,Data Use (Pillar 1),40.0
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2014,13970308,,Data Use (Pillar 1),30.0
SRB,Serbia,Europe & Central Asia,Upper middle income,2014,7130576,,Data Use (Pillar 1),60.0
SYC,Seychelles,Sub-Saharan Africa,High income,2014,91359,,Data Use (Pillar 1),20.0
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2014,7140688,,Data Use (Pillar 1),50.0
SGP,Singapore,East Asia & Pacific,High income,2014,5469724,,Data Use (Pillar 1),60.0
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2014,37685,,Data Use (Pillar 1),0.0
SVK,Slovak Republic,Europe & Central Asia,High income,2014,5418649,,Data Use (Pillar 1),60.0
SVN,Slovenia,Europe & Central Asia,High income,2014,2061980,,Data Use (Pillar 1),60.0
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2014,597375,,Data Use (Pillar 1),30.0
SOM,Somalia,Sub-Saharan Africa,Low income,2014,13309235,,Data Use (Pillar 1),0.0
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2014,54729551,,Data Use (Pillar 1),60.0
SSD,South Sudan,Sub-Saharan Africa,Low income,2014,11213284,,Data Use (Pillar 1),0.0
ESP,Spain,Europe & Central Asia,High income,2014,46480882,,Data Use (Pillar 1),60.0
LKA,Sri Lanka,South Asia,Lower middle income,2014,21239457,,Data Use (Pillar 1),60.0
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2014,47789,,Data Use (Pillar 1),0.0
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2014,174804,,Data Use (Pillar 1),40.0
MAF,St. Martin (French part),Latin America & Caribbean,High income,2014,35261,,Data Use (Pillar 1),0.0
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2014,106912,,Data Use (Pillar 1),0.0
SDN,Sudan,Sub-Saharan Africa,Low income,2014,37003245,,Data Use (Pillar 1),40.0
SUR,Suriname,Latin America & Caribbean,Upper middle income,2014,569682,,Data Use (Pillar 1),10.0
SWE,Sweden,Europe & Central Asia,High income,2014,9696110,,Data Use (Pillar 1),60.0
CHE,Switzerland,Europe & Central Asia,High income,2014,8188649,,Data Use (Pillar 1),60.0
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,2014,20072232,,Data Use (Pillar 1),50.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2014,8326348,,Data Use (Pillar 1),40.0
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2014,50814552,,Data Use (Pillar 1),50.0
THA,Thailand,East Asia & Pacific,Upper middle income,2014,69960943,,Data Use (Pillar 1),60.0
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,2014,1184830,,Data Use (Pillar 1),50.0
TGO,Togo,Sub-Saharan Africa,Low income,2014,7288383,,Data Use (Pillar 1),30.0
TON,Tonga,East Asia & Pacific,Upper middle income,2014,106626,,Data Use (Pillar 1),20.0
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,2014,1450661,,Data Use (Pillar 1),20.0
TUN,Tunisia,Middle East & North Africa,Lower middle income,2014,11428948,,Data Use (Pillar 1),30.0
TUR,Turkiye,Europe & Central Asia,Upper middle income,2014,77181884,,Data Use (Pillar 1),60.0
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2014,5663152,,Data Use (Pillar 1),20.0
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,2014,34985,,Data Use (Pillar 1),0.0
TUV,Tuvalu,East Asia & Pacific,Upper middle income,2014,10899,,Data Use (Pillar 1),20.0
UGA,Uganda,Sub-Saharan Africa,Low income,2014,36336539,,Data Use (Pillar 1),50.0
UKR,Ukraine,Europe & Central Asia,Upper middle income,2014,45272155,,Data Use (Pillar 1),60.0
ARE,United Arab Emirates,Middle East & North Africa,High income,2014,8835951,,Data Use (Pillar 1),40.0
GBR,United Kingdom,Europe & Central Asia,High income,2014,64602298,,Data Use (Pillar 1),60.0
USA,United States,North America,High income,2014,318386329,,Data Use (Pillar 1),60.0
URY,Uruguay,Latin America & Caribbean,High income,2014,3391662,,Data Use (Pillar 1),60.0
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2014,30757700,,Data Use (Pillar 1),0.0
VUT,Vanuatu,East Asia & Pacific,Lower middle income,2014,269927,,Data Use (Pillar 1),30.0
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,2014,30193258,,Data Use (Pillar 1),40.0
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2014,91235504,,Data Use (Pillar 1),60.0
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,2014,107882,,Data Use (Pillar 1),0.0
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2014,4173398,,Data Use (Pillar 1),60.0
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,2014,27753304,,Data Use (Pillar 1),50.0
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2014,15737793,,Data Use (Pillar 1),40.0
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2014,13855753,,Data Use (Pillar 1),30.0
AFG,Afghanistan,South Asia,Low income,2013,31541209,,Data Use (Pillar 1),30.0
ALB,Albania,Europe & Central Asia,Upper middle income,2013,2895092,,Data Use (Pillar 1),60.0
DZA,Algeria,Middle East & North Africa,Upper middle income,2013,38000626,,Data Use (Pillar 1),40.0
ASM,American Samoa,East Asia & Pacific,High income,2013,52995,,Data Use (Pillar 1),10.0
AND,Andorra,Europe & Central Asia,High income,2013,71367,,Data Use (Pillar 1),40.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2013,26147002,,Data Use (Pillar 1),40.0
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2013,88497,,Data Use (Pillar 1),0.0
ARG,Argentina,Latin America & Caribbean,Upper middle income,2013,42202935,,Data Use (Pillar 1),60.0
ARM,Armenia,Europe & Central Asia,Upper middle income,2013,2901385,,Data Use (Pillar 1),60.0
ABW,Aruba,Latin America & Caribbean,High income,2013,102880,,Data Use (Pillar 1),20.0
AUS,Australia,East Asia & Pacific,High income,2013,23128129,,Data Use (Pillar 1),60.0
AUT,Austria,Europe & Central Asia,High income,2013,8479823,,Data Use (Pillar 1),60.0
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2013,9416801,,Data Use (Pillar 1),40.0
BHS,"Bahamas, The",Latin America & Caribbean,High income,2013,385650,,Data Use (Pillar 1),40.0
BHR,Bahrain,Middle East & North Africa,High income,2013,1261673,,Data Use (Pillar 1),30.0
BGD,Bangladesh,South Asia,Lower middle income,2013,154030139,,Data Use (Pillar 1),50.0
BRB,Barbados,Latin America & Caribbean,High income,2013,276865,,Data Use (Pillar 1),40.0
BLR,Belarus,Europe & Central Asia,Upper middle income,2013,9443211,,Data Use (Pillar 1),50.0
BEL,Belgium,Europe & Central Asia,High income,2013,11159407,,Data Use (Pillar 1),60.0
BLZ,Belize,Latin America & Caribbean,Upper middle income,2013,344688,,Data Use (Pillar 1),40.0
BEN,Benin,Sub-Saharan Africa,Lower middle income,2013,10308730,,Data Use (Pillar 1),30.0
BMU,Bermuda,North America,High income,2013,65001,,Data Use (Pillar 1),20.0
BTN,Bhutan,South Asia,Lower middle income,2013,728889,,Data Use (Pillar 1),50.0
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2013,10743349,,Data Use (Pillar 1),50.0
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2013,3617559,,Data Use (Pillar 1),50.0
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2013,2217278,,Data Use (Pillar 1),40.0
BRA,Brazil,Latin America & Caribbean,Upper middle income,2013,201721767,,Data Use (Pillar 1),50.0
VGB,British Virgin Islands,Latin America & Caribbean,High income,2013,28657,,Data Use (Pillar 1),0.0
BRN,Brunei Darussalam,East Asia & Pacific,High income,2013,411702,,Data Use (Pillar 1),20.0
BGR,Bulgaria,Europe & Central Asia,High income,2013,7265115,,Data Use (Pillar 1),60.0
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2013,17636408,,Data Use (Pillar 1),20.0
BDI,Burundi,Sub-Saharan Africa,Low income,2013,10149577,,Data Use (Pillar 1),40.0
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2013,539940,,Data Use (Pillar 1),40.0
KHM,Cambodia,East Asia & Pacific,Lower middle income,2013,14999683,,Data Use (Pillar 1),30.0
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2013,21632850,,Data Use (Pillar 1),30.0
CAN,Canada,North America,High income,2013,35080992,,Data Use (Pillar 1),60.0
CYM,Cayman Islands,Latin America & Caribbean,High income,2013,58212,,Data Use (Pillar 1),20.0
CAF,Central African Republic,Sub-Saharan Africa,Low income,2013,4802428,,Data Use (Pillar 1),0.0
TCD,Chad,Sub-Saharan Africa,Low income,2013,13216766,,Data Use (Pillar 1),30.0
CHI,Channel Islands,Europe & Central Asia,High income,2013,159794,,Data Use (Pillar 1),0.0
CHL,Chile,Latin America & Caribbean,High income,2013,17509925,,Data Use (Pillar 1),60.0
CHN,China,East Asia & Pacific,Upper middle income,2013,1363240000,,Data Use (Pillar 1),50.0
COL,Colombia,Latin America & Caribbean,Upper middle income,2013,46237930,,Data Use (Pillar 1),60.0
COM,Comoros,Sub-Saharan Africa,Lower middle income,2013,699393,,Data Use (Pillar 1),20.0
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2013,73460021,,Data Use (Pillar 1),50.0
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2013,4828066,,Data Use (Pillar 1),50.0
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,2013,4791535,,Data Use (Pillar 1),60.0
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2013,22469268,,Data Use (Pillar 1),40.0
HRV,Croatia,Europe & Central Asia,High income,2013,4255689,,Data Use (Pillar 1),60.0
CUB,Cuba,Latin America & Caribbean,Upper middle income,2013,11321579,,Data Use (Pillar 1),40.0
CUW,Curacao,Latin America & Caribbean,High income,2013,153822,,Data Use (Pillar 1),20.0
CYP,Cyprus,Europe & Central Asia,High income,2013,1166968,,Data Use (Pillar 1),40.0
CZE,Czechia,Europe & Central Asia,High income,2013,10514272,,Data Use (Pillar 1),60.0
DNK,Denmark,Europe & Central Asia,High income,2013,5614932,,Data Use (Pillar 1),60.0
DJI,Djibouti,Middle East & North Africa,Lower middle income,2013,971753,,Data Use (Pillar 1),0.0
DMA,Dominica,Latin America & Caribbean,Upper middle income,2013,68819,,Data Use (Pillar 1),0.0
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2013,10157051,,Data Use (Pillar 1),60.0
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2013,15722989,,Data Use (Pillar 1),60.0
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2013,93377890,,Data Use (Pillar 1),60.0
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2013,6185642,,Data Use (Pillar 1),50.0
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2013,1243941,,Data Use (Pillar 1),20.0
ERI,Eritrea,Sub-Saharan Africa,Low income,2013,3296367,,Data Use (Pillar 1),20.0
EST,Estonia,Europe & Central Asia,High income,2013,1317997,,Data Use (Pillar 1),60.0
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2013,1118319,,Data Use (Pillar 1),20.0
ETH,Ethiopia,Sub-Saharan Africa,Low income,2013,97084366,,Data Use (Pillar 1),50.0
FRO,Faroe Islands,Europe & Central Asia,High income,2013,48418,,Data Use (Pillar 1),0.0
FJI,Fiji,East Asia & Pacific,Upper middle income,2013,913453,,Data Use (Pillar 1),60.0
FIN,Finland,Europe & Central Asia,High income,2013,5438972,,Data Use (Pillar 1),60.0
FRA,France,Europe & Central Asia,High income,2013,66002289,,Data Use (Pillar 1),60.0
PYF,French Polynesia,East Asia & Pacific,High income,2013,288032,,Data Use (Pillar 1),10.0
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2013,1902226,,Data Use (Pillar 1),40.0
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2013,2124869,,Data Use (Pillar 1),40.0
GEO,Georgia,Europe & Central Asia,Upper middle income,2013,3717668,,Data Use (Pillar 1),50.0
DEU,Germany,Europe & Central Asia,High income,2013,80645605,,Data Use (Pillar 1),60.0
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2013,27525597,,Data Use (Pillar 1),40.0
GIB,Gibraltar,Europe & Central Asia,High income,2013,32411,,Data Use (Pillar 1),0.0
GRC,Greece,Europe & Central Asia,High income,2013,10965211,,Data Use (Pillar 1),60.0
GRL,Greenland,Europe & Central Asia,High income,2013,56483,,Data Use (Pillar 1),10.0
GRD,Grenada,Latin America & Caribbean,Upper middle income,2013,116945,,Data Use (Pillar 1),40.0
GUM,Guam,East Asia & Pacific,High income,2013,167054,,Data Use (Pillar 1),20.0
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2013,15043981,,Data Use (Pillar 1),40.0
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2013,11055430,,Data Use (Pillar 1),30.0
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2013,1697753,,Data Use (Pillar 1),20.0
GUY,Guyana,Latin America & Caribbean,High income,2013,747420,,Data Use (Pillar 1),20.0
HTI,Haiti,Latin America & Caribbean,Lower middle income,2013,10261206,,Data Use (Pillar 1),50.0
HND,Honduras,Latin America & Caribbean,Lower middle income,2013,8960657,,Data Use (Pillar 1),50.0
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2013,7178900,,Data Use (Pillar 1),20.0
HUN,Hungary,Europe & Central Asia,High income,2013,9893082,,Data Use (Pillar 1),60.0
ISL,Iceland,Europe & Central Asia,High income,2013,323764,,Data Use (Pillar 1),40.0
IND,India,South Asia,Lower middle income,2013,1291132063,,Data Use (Pillar 1),50.0
IDN,Indonesia,East Asia & Pacific,Upper middle income,2013,253275918,,Data Use (Pillar 1),60.0
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2013,78458928,,Data Use (Pillar 1),60.0
IRQ,Iraq,Middle East & North Africa,Upper middle income,2013,35481800,,Data Use (Pillar 1),40.0
IRL,Ireland,Europe & Central Asia,High income,2013,4623816,,Data Use (Pillar 1),60.0
IMN,Isle of Man,Europe & Central Asia,High income,2013,84144,,Data Use (Pillar 1),10.0
ISR,Israel,Middle East & North Africa,High income,2013,8059500,,Data Use (Pillar 1),60.0
ITA,Italy,Europe & Central Asia,High income,2013,60233948,,Data Use (Pillar 1),60.0
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2013,2773129,,Data Use (Pillar 1),40.0
JPN,Japan,East Asia & Pacific,High income,2013,127445000,,Data Use (Pillar 1),60.0
JOR,Jordan,Middle East & North Africa,Lower middle income,2013,7694814,,Data Use (Pillar 1),60.0
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2013,17035551,,Data Use (Pillar 1),60.0
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2013,44792368,,Data Use (Pillar 1),30.0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2013,113311,,Data Use (Pillar 1),30.0
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2013,25001819,,Data Use (Pillar 1),0.0
KOR,"Korea, Rep.",East Asia & Pacific,High income,2013,50428893,,Data Use (Pillar 1),60.0
XKX,Kosovo,Europe & Central Asia,Upper middle income,2013,1818117,,Data Use (Pillar 1),20.0
KWT,Kuwait,Middle East & North Africa,High income,2013,3646518,,Data Use (Pillar 1),30.0
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2013,5719600,,Data Use (Pillar 1),60.0
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2013,6600742,,Data Use (Pillar 1),40.0
LVA,Latvia,Europe & Central Asia,High income,2013,2012647,,Data Use (Pillar 1),60.0
LBN,Lebanon,Middle East & North Africa,Lower middle income,2013,5678851,,Data Use (Pillar 1),30.0
